cm-1,alpha-n
3506.9183955078124,12.03011432022694
3514.632263671875,11.506937367783474
3522.3461318359373,10.980425025736423
3530.06,10.436567893045432
3537.768109375,9.911690108570637
3545.4819775390624,9.380086995910824
3553.195845703125,8.85493047635529
3560.909713867188,8.339265733847421
3568.62358203125,7.8357180016716885
3576.3374501953126,7.34696986600984
3584.051318359375,6.875733481648436
3591.765186523437,6.4195048210925725
3599.4790546875,5.978443070494899
3607.1929228515614,5.549659428145258
3614.906791015625,5.126285693418979
3622.620659179688,4.704296712534616
3630.33452734375,4.273619022615282
3638.048395507813,3.824832219107692
3645.762263671875,3.351283493379156
3653.4761318359374,2.858822586049672
3661.19,2.3638145728268873
3668.903725097656,1.8909361112911385
3672.760659179688,1.6736786207413923
3676.617593261719,1.47437424389932
3680.4745273437497,1.294269705300737
3684.331461425781,1.1336134067162729
3688.188395507813,0.9939073568000456
3692.045329589844,0.8707790981149053
3695.902263671875,0.7674582360316912
3699.7591977539055,0.676632785951729
3703.616131835937,0.6015515983291647
3707.4730659179686,0.5363184129717679
3711.33,0.4825552972652792
3715.1890546875,0.43615879160584387
3719.045988769532,0.4120359336015689
3722.9029228515615,0.38771896790274807
3726.7598569335937,0.363251418985867
3730.616791015625,0.34178707169157085
3734.473725097656,0.32353597781984667
3738.330659179688,0.3071566148682331
3742.187593261719,0.29296892278789094
3746.04452734375,0.28022732665936995
3749.901461425781,0.2691182871242462
3753.758395507813,0.25853712365561576
3757.615329589844,0.2494524119826115
3761.472263671875,0.24091112538380544
3765.3291977539066,0.2332854586723176
3769.1861318359374,0.22559853906654298
3773.0430659179688,0.21881432857365624
3776.9,0.21231973746690577
3780.7590546875,0.20656211834501478
3784.615988769531,0.20108215097136262
3788.472922851562,0.19574371780308997
3792.3298569335934,0.1905473541339047
3796.1867910156247,0.1860986810688246
3800.043725097656,0.18132957099414057
3803.900659179688,0.17717151143208293
3807.757593261719,0.17314556745516377
3811.6145273437496,0.1695785231269519
3815.471461425781,0.16600413762788918
3819.328395507812,0.16272116857241065
3823.185329589844,0.15943203089420332
3827.042263671875,0.15676189666371063
3830.899197753906,0.1539177409978058
3834.756131835937,0.1515507232019408
3838.613065917969,0.14916708581095522
3842.47,0.14692424341022867
3846.3252734375,0.14512911556873248
3877.1807460937503,0.13454853582514542
3908.03621875,0.13135246533059605
3938.89169140625,0.13079781438263843
3969.7471640625,0.1283406888126147
4000.60263671875,0.12357653275374621
4031.458109375,0.11341119945698927
4062.31358203125,0.09929368183273174
4093.1690546875,0.08538260914847755
4124.02452734375,0.07556267156770853
4154.88,0.06676091359966872
4185.7324375,0.05927048247093105
4216.5879101562505,0.05280065761973155
4247.4433828125,0.04779977046757351
4278.29885546875,0.042046770165676164
4309.154328125,0.03779279999076456
4340.00980078125,0.034211289987351824
4370.8652734375,0.03142021124160036
4401.72074609375,0.029193680004858048
4432.57621875,0.027599693872130786
4463.43169140625,0.0266098070808804
4494.2871640625,0.02602665301748733
4525.142636718751,0.025900855172610485
4555.998109375,0.02613690312916809
4586.85358203125,0.02683248416532061
4617.7090546875,0.02790825373396404
4648.56452734375,0.029329830684946927
4679.42,0.03143016260653151
4710.2824375,0.034026326893649
4741.137910156251,0.037187618591292486
4771.9933828125,0.04117968612355618
4802.84885546875,0.045835046285316976
4833.704328125,0.05132319600564662
4864.5598007812505,0.05814241725604599
4895.4152734375,0.06546113126133307
4926.27074609375,0.07395286495689594
4957.126218750001,0.08426568059173392
4987.98169140625,0.0954234318542742
5018.8371640625,0.10874147558073387
5049.69263671875,0.12388710124149278
5080.548109375,0.14003872221058264
5111.40358203125,0.15668672613301923
5142.2590546875,0.17098940439984792
5173.114527343751,0.17798221375265783
5203.97,0.17449236642417434
5234.820373046875,0.1575915343619472
5250.248109375,0.14123910687991026
5265.675845703125,0.11895393893945144
5281.10358203125,0.09302700731621451
5296.531318359375,0.06848848482621356
5311.9590546875,0.049216636833927116
5327.386791015625,0.035975751871930965
5342.81452734375,0.026834132105235557
5358.242263671875,0.02103294389905012
5373.67,0.01774230230042539
5389.09621875,0.015600968410228271
5404.523955078124,0.014160980924319236
5419.95169140625,0.013170646015764833
5435.379427734375,0.01279458714677929
5450.807164062499,0.012449349087533408
5466.234900390625,0.012196330663574737
5481.662636718749,0.012061550080476246
5497.090373046874,0.012028394880366718
5512.518109375,0.011970976600791633
5527.945845703124,0.012062828412831001
5543.3735820312495,0.01207967869404957
5558.801318359375,0.011976468714234419
5574.229054687499,0.012015741046916113
5589.656791015625,0.01202091351354477
5605.08452734375,0.0119226583142504
5620.512263671874,0.011735047683358597
5635.94,0.011486552618682342
5651.3733828125005,0.01119874239782776
5682.22885546875,0.010323363469900744
5713.084328125,0.009659606154484855
5743.939800781251,0.008987194414321477
5774.7952734375,0.008509892260093683
5805.65074609375,0.008172703233901867
5836.506218750001,0.007906609241521312
5867.36169140625,0.0077496485087353035
5898.2171640625,0.007676197417904098
5929.072636718751,0.007655633217959945
5959.9281093750005,0.007655128257562182
5990.78358203125,0.007737160488883255
6021.6390546875,0.007858780748722784
6052.494527343751,0.008032302194321583
6083.35,0.008241643200735407
6114.2024375,0.008468846066024799
6145.057910156251,0.008788184449018736
6175.9133828125005,0.009124361642651789
6206.76885546875,0.009527618784934404
6237.624328125,0.009947745326068012
6268.479800781251,0.01046849688821128
6299.3352734375,0.011123423641759606
6330.19074609375,0.011811160076074117
6361.046218750001,0.012533463738828994
6391.90169140625,0.013473847332680495
6422.7571640625,0.014565366006914871
6453.61263671875,0.015790124383074353
6484.4681093750005,0.017133716687873002
6515.32358203125,0.018947205103549244
6546.1790546875,0.020457829437345778
6577.034527343751,0.02222192171436472
6607.89,0.024370495069608183
6638.7424375,0.026823361231127843
6669.597910156251,0.029291524047604413
6700.4533828125,0.03174569530616422
6731.30885546875,0.0347685396588103
6762.164328125,0.037355524933346575
6793.0198007812505,0.039858989095348595
6823.8752734375,0.041825744844677396
6854.73074609375,0.04295353476565554
6885.586218750001,0.04314144834729582
6916.44169140625,0.04289290638069468
6947.2971640625,0.042426067816496105
6978.152636718751,0.041018896638799165
7009.0081093750005,0.03920851165211976
7039.86358203125,0.0364910332421833
7070.7190546875,0.03360264957091983
7101.574527343751,0.029121147707441137
7132.43,0.0237488049572835
7163.292437499999,0.017703776447564414
7194.14791015625,0.012364285436964294
7225.0033828125,0.009021908975982394
7255.858855468749,0.007023173251134613
7286.714328124999,0.005898344014164549
7317.56980078125,0.005260175777199158
7348.4252734374995,0.00480678710466533
7379.280746093749,0.0044877953880726835
7410.13621875,0.004185564737080629
7440.99169140625,0.0037992343465462824
7471.847164062499,0.003429657374559559
7502.70263671875,0.0030768376446469424
7533.558109375,0.0027575935753062987
7564.4135820312495,0.0024887486830708046
7595.269054687499,0.002236680150541843
7626.12452734375,0.0020518470567394914
7656.98,0.0018838056167496107
7687.8324375,0.0017527448151173118
7718.687910156251,0.0016553086151959906
7749.543382812501,0.001578045850812075
7780.39885546875,0.001534420943030951
7811.254328125,0.0014790111619183359
7842.109800781251,0.0014538821811548469
7872.9652734375,0.0014270665154080245
7903.82074609375,0.0014287493768648735
7934.676218750001,0.0014456874717417125
7965.53169140625,0.0014525294174845198
7996.3871640625,0.0014711550895008729
8027.242636718751,0.0014965170504781698
8058.098109375001,0.001523450990644256
8088.95358203125,0.0015370343233833206
8119.8090546875,0.0015640887046336782
8150.664527343751,0.0015810446426341132
8181.52,0.00160124968599046
8212.3724375,0.0016283129888026158
8243.227910156249,0.001645276318954255
8274.0833828125,0.001660558062157873
8304.93885546875,0.0016757152858489692
8335.794328124999,0.0016876319433933038
8366.64980078125,0.0016911284309127823
8397.505273437499,0.0016744112084158824
8428.36074609375,0.00165925054355095
8459.21621875,0.001644214270747657
8490.071691406249,0.0016274909306083804
8520.9271640625,0.0016258061573882895
8551.78263671875,0.0015972858360836543
8582.638109374999,0.0015805563783020031
8613.49358203125,0.0015569659845960028
8644.3490546875,0.001498103304165836
8675.204527343749,0.0013986791253741775
8706.06,0.0012218301921265299
8736.922437500001,0.0010181564676488492
8767.77791015625,0.000812873471854064
8798.6333828125,0.0006288741999624321
8829.488855468751,0.0004994626509891805
8860.344328125,0.0004172021806271419
8891.19980078125,0.0003688514705813189
8922.055273437501,0.00033901293754069116
8952.91074609375,0.00031459272388169204
8983.766218750001,0.00030686068666339677
9014.62169140625,0.0002891571855097392
9045.4771640625,0.00027198005650215767
9076.332636718753,0.00025663586236595416
9107.188109375,0.00024198442750335725
9138.04358203125,0.00022697633409025702
9168.8990546875,0.0002158630504407351
9199.75452734375,0.00020660329772525612
9230.61,0.00019749588705002038
9261.4624375,0.00019076407161506382
9292.31791015625,0.00018789670714339612
9323.1733828125,0.00018605541149410473
9354.02885546875,0.00018639277398094806
9384.884328125,0.00018893726713114988
9415.73980078125,0.00019197375892432897
9446.5952734375,0.00019873653217872421
9477.45074609375,0.00020582221498985026
9508.30621875,0.00021596093271874633
9539.161691406249,0.00022642154039731067
9570.0171640625,0.00024196200889306798
9600.87263671875,0.00025731664125657513
9631.728109375,0.0002740418294336517
9662.58358203125,0.0002926037760085912
9693.4390546875,0.0003122017708100321
9724.294527343747,0.0003348153044795157
9755.15,0.0003571182913279025
9786.0124375,0.0003804086146753744
9816.86791015625,0.00040592360592768176
9847.7233828125,0.00042769663926018524
9878.578855468751,0.0004493348168135693
9909.434328125,0.00047364143350070464
9940.289800781253,0.0004979856481982739
9971.145273437502,0.0005190867349863364
10002.00074609375,0.0005405662489356889
10032.85621875,0.0005601495359052516
10063.71169140625,0.0005790575371172433
10094.5671640625,0.0005968288421405648
10125.422636718751,0.0006125304212973039
10156.278109375,0.0006260844148431415
10187.13358203125,0.0006352021490398862
10217.9890546875,0.0006426799217469415
10248.84452734375,0.0006441996588188601
10279.7,0.00064171519503447
10310.5124375,0.0006356357879236171
10341.36791015625,0.0006295563808127642
10372.2233828125,0.0006174441626338202
10403.078855468751,0.0005981912538427218
10433.934328125,0.0005631056316815436
10464.789800781253,0.0005112539733353426
10495.645273437502,0.00044305264809322686
10526.50074609375,0.00038207590163434195
10557.35621875,0.00033072706251107065
10588.21169140625,0.0002920685587712471
10619.0671640625,0.0002606488063528249
10649.922636718751,0.0002322871996325741
10680.778109375,0.0002057642248381639
10711.63358203125,0.00018718124886755793
10742.4890546875,0.0001682730947145069
10773.34452734375,0.0001510403079063948
10804.2,0.000136183078103297
10835.1124375,0.00012440645211843368
10865.967910156249,0.00011498706589770491
10896.8233828125,0.000107535295719764
10927.67885546875,0.00010206052579311352
10958.534328125,9.760696371216824e-05
10989.38980078125,9.412582892603476e-05
11020.2452734375,9.132753008777116e-05
11051.100746093747,8.884323198952875e-05
11081.95621875,8.668003364548077e-05
11112.811691406248,8.450630785851145e-05
11143.6671640625,8.266407034719594e-05
11174.52263671875,8.115985806731433e-05
11205.378109375,7.93066992898494e-05
11236.23358203125,7.743051778491044e-05
11267.0890546875,7.554312952384466e-05
11297.944527343749,7.366680654842577e-05
11328.8,7.173977214123884e-05
11359.6124375,7.018991332767277e-05
11390.467910156249,6.824582854138137e-05
11421.3233828125,6.665675054215175e-05
11452.17885546875,6.507257812740216e-05
11483.034328125,6.382150751648298e-05
11513.88980078125,6.255824622862142e-05
11544.7452734375,6.130708130404907e-05
11575.600746093747,6.039406906179346e-05
11606.45621875,5.946863163297105e-05
11637.311691406248,5.818355457749598e-05
11668.1671640625,5.798064767399995e-05
11699.02263671875,5.703804770929606e-05
11729.878109375,5.610798763695365e-05
11760.73358203125,5.55203154397643e-05
11791.5890546875,5.530046649041408e-05
11822.444527343749,5.433651340480136e-05
11853.3,5.37655755085272e-05
11884.2124375,5.278463704376012e-05
11915.06791015625,5.180369857899304e-05
11945.9233828125,5.082659001325491e-05
11976.77885546875,4.911827534059636e-05
12007.634328125,4.700402450809823e-05
12038.48980078125,4.375983238371985e-05
12069.3452734375,3.97509107467112e-05
12100.20074609375,3.6469346199961323e-05
12131.05621875,3.39176941336713e-05
12161.911691406249,3.21245392318413e-05
12192.7671640625,3.106113622235853e-05
12223.62263671875,3.0367505184713305e-05
12254.478109375,2.9690791977254535e-05
12285.33358203125,2.938848485573277e-05
12316.1890546875,2.9083940971217387e-05
12347.044527343747,2.8779397086702e-05
12377.9,2.8849246543035344e-05
12408.7124375,2.8916928059851925e-05
12439.56791015625,2.9001529955872486e-05
12470.4233828125,2.944367746054101e-05
12501.27885546875,2.9528285729105712e-05
12532.134328125,3.037436841475355e-05
12562.98980078125,3.0850498148310224e-05
12593.8452734375,3.132434013852016e-05
12624.70074609375,3.179818212872996e-05
12655.55621875,3.264678706734894e-05
12686.411691406249,3.312066474380607e-05
12717.2671640625,3.359454242026319e-05
12748.12263671875,3.44771971367381e-05
12778.978109375,3.496803597668185e-05
12809.83358203125,3.5425023862146736e-05
12840.6890546875,3.593549396157232e-05
12871.544527343747,3.6409443010523824e-05
12902.4,3.64940767692651e-05
12933.3124375,3.659839276784147e-05
12964.16791015625,3.707237750304017e-05
12995.0233828125,3.71739456605828e-05
13025.87885546875,3.726139098579923e-05
13056.734328125,3.7752340708011026e-05
13087.58980078125,3.783698721184071e-05
13118.4452734375,3.794141919072033e-05
13149.30074609375,3.800914149181942e-05
13180.15621875,3.7704391136873856e-05
13211.01169140625,3.779188871695225e-05
13241.8671640625,3.7876547965870224e-05
13272.72263671875,3.796120721478806e-05
13303.578109375,3.7642335302025264e-05
13334.43358203125,3.774393404777977e-05
13365.2890546875,3.7405271561931605e-05
13396.14452734375,3.750969334474059e-05
13427.0,3.757743093994562e-05
13457.8124375,3.72556773627221e-05
13488.66791015625,3.6919767815943e-05
13519.5233828125,3.656411867643165e-05
13550.37885546875,3.58189490507887e-05
13581.234328125,3.4212634594165564e-05
13612.08980078125,3.302704824684304e-05
13642.9452734375,3.0130830169812157e-05
13673.80074609375,2.8083572619363217e-05
13704.65621875,2.5576715714860398e-05
13735.51169140625,2.3510252590878257e-05
13766.3671640625,2.1411524001399636e-05
13797.22263671875,2.0174940732331535e-05
13828.078109375,1.8938357463263302e-05
13858.93358203125,1.7686165284575245e-05
13889.7890546875,1.6856067488651704e-05
13920.64452734375,1.558550963774828e-05
13951.5,1.4756521939014162e-05
13982.3124375,1.3485868499948747e-05
14013.16791015625,1.2638766207238295e-05
14044.0233828125,1.2233077302111408e-05
14074.87885546875,1.1385911283959671e-05
14105.734328125,1.096232827488374e-05
14136.58980078125,1.055648260517084e-05
14167.4452734375,1.0149812328246184e-05
14198.30074609375,9.709252861577693e-06
14229.15621875,9.285637989781185e-06
14260.01169140625,8.862689686101731e-06
14290.8671640625,8.439042951584384e-06
14321.72263671875,8.472934690345873e-06
14352.578109375,8.03294620363245e-06
14383.43358203125,7.609267606394397e-06
14414.2890546875,7.626214750283903e-06
14445.14452734375,7.186129400899664e-06
14476.0,7.220026237696332e-06
14506.9124375,6.7624189409409015e-06
14537.76791015625,6.796826855777707e-06
14568.6233828125,6.796826855777707e-06
14599.478855468751,6.813776548684871e-06
14630.334328125,6.373563748417803e-06
14661.18980078125,6.390514715833795e-06
14692.0452734375,6.407465683249785e-06
14722.90074609375,6.407947447586871e-06
14753.75621875,6.424899689511691e-06
14784.61169140625,6.44185193143651e-06
14815.4671640625,6.4592897612249005e-06
14846.32263671875,6.018498333949799e-06
14877.178109375,6.018498333949799e-06
14908.03358203125,6.035905575526311e-06
14938.8890546875,6.035905575526311e-06
14969.74452734375,6.069815157411262e-06
15000.6,6.087227497023088e-06
